time_alvo,ano,jogo,casa_ou_adversario,time_casa,time_visitante,estadio,torneio,placar_casa,placar_visitante,tecnico_casa,tecnico_visitante,nome_do_jogador,numero_do_jogador,posicao_do_jogador,substituto,capitao,passes_totais,passes_precisos,bolas_longas_totais,passes_precisos_longos,duelos_ganhos,afastamentos_totais,sofreu_faltas,defesas,minutos_jogados,toques,avaliacao,posses_de_bola_perdidas,cruzamentos_totais,cruzamentos_precisos,disputas_aereas_perdidas,duelos_perdidos,disputas_totais,disputas_ganhas,interceptacoes_ganhas,faltas,passes_chave,disputas_aereas_ganhas,desafios_perdidos,carrinhos_totais,tentativas_de_gol_bloqueadas,bloqueios_de_jogador_de_linha,perda_de_posse,tentativas_de_gol_no_alvo,gols,chutes_fora_do_alvo,socos_do_goleiro,acoes_do_goleiro_libero,acoes_precisas_do_goleiro_libero,assistencias,grandes_chances_criadas,impedimentos_totais,chutes_defendidos_de_dentro_da_area,grandes_chances_perdidas,penalti_ganho,boas_saidas_altas_do_goleiro,bola_na_trave,penalti_cometido,defesa_de_penalti,defesa_em_penalti_na_disputa_de_penaltis,gol_em_penalti_na_disputa_de_penaltis,erro_em_penalti_na_disputa_de_penaltis,penalti_perdido,erro_que_levou_a_um_chute,carrinho_de_ultimo_homem,afastamento_em_cima_da_linha,gols_contra,erro_que_levou_a_um_gol,gols_esperados,gols_evitatados,assistencias_esperadas
Palmeiras,2024.0,16.0,away,Santos,Palmeiras,Urbano Caldeira,Paulista Série A1 - Playoffs,1.0,0.0,Fábio Carille,Abel Ferreira,Vanderlan,6.0,D,True,,5.0,4.0,,,,,,,15.0,9.0,6.9,2.0,,,,1.0,,,,,2.0,,,,,,1.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,16.0,away,Santos,Palmeiras,Urbano Caldeira,Paulista Série A1 - Playoffs,1.0,0.0,Fábio Carille,Abel Ferreira,Estêvão,41.0,F,True,,2.0,2.0,,,,,,,11.0,5.0,6.3,2.0,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,16.0,away,Santos,Palmeiras,Urbano Caldeira,Paulista Série A1 - Playoffs,1.0,0.0,Fábio Carille,Abel Ferreira,Marcelo Lomba,14.0,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,16.0,away,Santos,Palmeiras,Urbano Caldeira,Paulista Série A1 - Playoffs,1.0,0.0,Fábio Carille,Abel Ferreira,Kaiky Naves,34.0,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,16.0,away,Santos,Palmeiras,Urbano Caldeira,Paulista Série A1 - Playoffs,1.0,0.0,Fábio Carille,Abel Ferreira,Caio Paulista,16.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,16.0,away,Santos,Palmeiras,Urbano Caldeira,Paulista Série A1 - Playoffs,1.0,0.0,Fábio Carille,Abel Ferreira,Gustavo Gómez,15.0,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,16.0,away,Santos,Palmeiras,Urbano Caldeira,Paulista Série A1 - Playoffs,1.0,0.0,Fábio Carille,Abel Ferreira,Gabriel Menino,25.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,16.0,away,Santos,Palmeiras,Urbano Caldeira,Paulista Série A1 - Playoffs,1.0,0.0,Fábio Carille,Abel Ferreira,Luis Guilherme,31.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,16.0,away,Santos,Palmeiras,Urbano Caldeira,Paulista Série A1 - Playoffs,1.0,0.0,Fábio Carille,Abel Ferreira,Breno Lopes,19.0,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Marcelo Lomba,14,G,FALSE,NA,19,15,7,3,NA,1,NA,4,90,31,7.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0116,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Kaiky Naves,34,D,FALSE,NA,60,53,9,7,5,6,1,NA,90,77,7.2,8,NA,NA,2,4,NA,NA,3,1,1,2,1,2,1,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0181,NA,0.0275601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Gustavo Gómez,15,D,FALSE,TRUE,39,34,7,5,9,7,2,NA,90,55,7,5,NA,NA,1,2,NA,NA,1,1,NA,6,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2055,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Vanderlan,6,D,FALSE,NA,29,26,5,5,4,2,NA,NA,54,39,6.5,5,1,NA,2,8,4,3,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Gustavo García,32,M,FALSE,NA,27,20,2,NA,4,3,1,NA,90,49,6.8,13,7,2,1,3,1,1,2,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0982226",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Richard Ríos,27,M,FALSE,NA,48,37,11,6,9,1,5,NA,90,73,6.7,18,1,NA,1,8,4,2,NA,2,NA,NA,1,2,2,NA,2,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0599,NA,0.107134",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Gabriel Menino,25,M,FALSE,NA,33,26,11,8,1,1,NA,NA,60,47,7.1,11,6,4,1,3,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0353,NA,0.15801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Caio Paulista,16,M,FALSE,NA,21,18,1,NA,1,NA,NA,NA,53,32,6.5,5,1,NA,1,2,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Breno Lopes,19,F,FALSE,NA,12,9,2,1,4,NA,2,NA,60,21,6.6,7,NA,NA,2,6,2,1,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Lázaro,17,F,FALSE,NA,21,16,1,NA,5,NA,2,NA,84,41,6.2,15,2,1,NA,8,7,2,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0418646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Rony,10,F,FALSE,NA,9,4,2,NA,5,NA,3,NA,90,26,6.6,12,1,NA,NA,4,2,NA,1,NA,1,2,NA,NA,NA,NA,2,1,NA,2,NA,NA,NA,0,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4032,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,José López,42,F,TRUE,NA,6,3,NA,NA,2,NA,NA,NA,37,11,7.1,5,NA,NA,1,2,1,1,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0332,NA,0.369117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Joaquín Piquerez,22,D,TRUE,NA,18,16,3,2,1,NA,1,NA,36,32,7.8,6,5,2,NA,2,NA,NA,1,1,2,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0422,NA,0.181394",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Luis Guilherme,31,M,TRUE,NA,13,10,1,1,3,NA,3,NA,30,19,6.4,6,NA,NA,NA,4,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00601906",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Aníbal Moreno,5,M,TRUE,NA,23,21,NA,NA,1,2,NA,NA,30,25,6.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0110617",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Luan Garcia,13,D,TRUE,NA,3,2,NA,NA,2,2,NA,NA,12,9,6.9,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Kaique,51,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Mateus Oliveira,1,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Vitor Reis,44,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Fabinho,35,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Jhon Jhon,40,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Estêvão,41,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmeiras,2024,17,away,San Lorenzo,Palmeiras,Estadio Pedro Bidegain,""Copa Libertadores, Group F"",1,1,Leandro Romagnoli,Abel Ferreira,Rômulo,20,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Weverton,21.0,G,False,,28.0,5.0,24.0,1.0,2.0,4.0,,4.0,90.0,43.0,7.6,23.0,,,,,,,,,,2.0,,,,,,,,,3.0,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Gustavo Gómez,15.0,D,False,True,54.0,39.0,10.0,4.0,8.0,,,,70.0,63.0,7.2,16.0,1.0,,3.0,6.0,,,1.0,2.0,,6.0,1.0,2.0,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Murilo,26.0,D,False,,45.0,39.0,8.0,7.0,5.0,4.0,,,90.0,51.0,7.3,6.0,,,,2.0,,,,1.0,,5.0,1.0,,,1.0,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Joaquín Piquerez,22.0,D,False,,31.0,26.0,5.0,3.0,8.0,2.0,2.0,,90.0,62.0,7.5,7.0,3.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,,,1.0,,1.0,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Mayke,12.0,M,False,,26.0,20.0,4.0,1.0,3.0,,1.0,,90.0,50.0,7.7,10.0,2.0,1.0,2.0,7.0,1.0,,3.0,2.0,2.0,,2.0,2.0,1.0,1.0,,2.0,,,,,,0.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Zé Rafael,8.0,M,False,,23.0,16.0,3.0,2.0,2.0,,,,45.0,27.0,6.5,7.0,,,,2.0,1.0,1.0,,2.0,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Aníbal Moreno,5.0,M,False,,27.0,21.0,2.0,,4.0,3.0,,,90.0,43.0,7.7,8.0,,,,1.0,2.0,1.0,1.0,,1.0,2.0,,1.0,2.0,1.0,,1.0,1.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Lázaro,17.0,M,False,,21.0,14.0,2.0,2.0,4.0,,1.0,,65.0,33.0,6.1,11.0,1.0,,1.0,4.0,2.0,2.0,,,1.0,,,1.0,2.0,,3.0,,,1.0,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Raphael Veiga,23.0,F,False,,19.0,16.0,4.0,1.0,6.0,,1.0,,90.0,37.0,7.6,12.0,3.0,1.0,,5.0,3.0,,,1.0,4.0,,,5.0,,,1.0,1.0,1.0,1.0,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Endrick,9.0,F,False,,19.0,14.0,3.0,2.0,6.0,,2.0,,71.0,32.0,7.8,7.0,,,,2.0,2.0,2.0,,2.0,3.0,,,2.0,,,1.0,,,2.0,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,José López,42.0,F,False,,17.0,9.0,3.0,2.0,1.0,1.0,,,83.0,29.0,7.1,14.0,,,5.0,11.0,1.0,,,3.0,2.0,1.0,,,1.0,,2.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Richard Ríos,27.0,M,True,,13.0,6.0,3.0,,7.0,1.0,1.0,,45.0,29.0,6.8,10.0,1.0,,2.0,5.0,,,2.0,3.0,,3.0,,3.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Luis Guilherme,31.0,M,True,,4.0,4.0,1.0,1.0,2.0,,,,25.0,8.0,7.2,1.0,1.0,,,,2.0,2.0,,,1.0,,,,,1.0,,,,,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Luan Garcia,13.0,D,True,,4.0,1.0,3.0,1.0,2.0,,,,20.0,8.0,6.4,4.0,,,3.0,5.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Marcos Rocha,2.0,D,True,,4.0,1.0,2.0,,1.0,,,,19.0,12.0,6.7,5.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Rony,10.0,F,True,,1.0,1.0,,,,,,,13.0,3.0,6.7,1.0,,,,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Marcelo Lomba,14.0,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Caio Paulista,16.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Vanderlan,6.0,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Gabriel Menino,25.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Estêvão,41.0,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palmeiras,2024.0,18.0,home,Palmeiras,Santos,Allianz Parque,Paulista Série A1 - Playoffs,2.0,0.0,Abel Ferreira,Fábio Carille,Fabinho,35.0,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
